id,code,AggIndex,SMILES,inventor,color_in_powder,patent,reference,molecular_weight,absorption,emission_sol,emission_solid,emission_aggr,emission_crys,qy_sol,qy_solid,qy_aggr,qy_crys,tau_sol,tau_solid,tau_aggr,tau_crys,features_id,mechanism_id,photostability,solubility_carbohyd,solubility_dmsodmf,solubility_enol,solubility_halogen,solubility_mecnacetone,solubility_thfea,solubility_toluene,solubility_water,corresponding_author,molar_aggr,molar_crys,molar_sol,molar_solid,thermostability,report_year,application1,application2,application3,application4,pka,comment,doi,tested_solvent
1095,mCz-TAn-CN,,CC(C)C1=CC2=C(C=C1)C(C3=CC=C(C#N)C=C3)=C4C(C=CC(C(C)C)=C4)=C2C5=CC(N6C7=C(C=CC=C7)C8C6C=CC=C8)=CC=C5,"Zilong Wu,Shaoxin Song",,,"Mater. Chem. Front., 2021, 5, 6978–6986",606,394,437,453,,,77.2,36.7,,,,,,,AIE,other,1,,1,,1,,1,1,0,Zujin Zhao and Ben Zhong Tang,,,,,1,2021,,,,,,,10.1039/d1qm00880c,THF
1096,TTIPSEPy,,CC(C)[Si](C(C)C)(C(C)C)C#CC1=C2C=CC3=C(C#C[Si](C(C)C)(C(C)C)C(C)C)C=C(C#C[Si](C(C)C)(C(C)C)C(C)C)C4=C3C2=C(C(C#C[Si](C(C)C)(C(C)C)C(C)C)=C1)C=C4,ZHAO Zujin,greenish yellow ,," Organic Electronics, 2011, 12, 2236–2242",922.85,440,446,553,,,8.7,,,,,,,,other,other,1,,,0,1,,1,,0,TANG Ben Zhong,,,,,1,2011,OLED,,,,,,10.1016/j.orgel.2011.09.019,THF
1097,TTPEBTTD,,C1(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)\C5=CC=CC=C5)C=C2)=CC=C(C6=CC=C(C7=NSN=C67)C8=C(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)\C%12=CC=CC=C%12)C=C9)C=C(C%13=CC=C(/C(C%14=CC=CC=C%14)=C(C%15=CC=CC=C%15)/C%16=CC=CC=C%16)C=C%13)S8)S1,ZHAO Zujin,red,,"J. Mater. Chem., 2012, 22, 11018–11021",1291,490,620,646,,,,,,,,,,,AIE,other,1,,,0,1,,1,,0,"ZHAO Zujin, LIU Bin, TANG Ben Zhong",,,,,1,2012,OLED,Cell imaging,,,,,10.1039/c2jm31482g,THF
1098,TPAB,,N(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=C(C4=CC=CC=C4)C=C3,CHEN Gan,white,,"Adv. Mater., 2015, 27, 4496-4501",321.42,320,398,,,397,35.2,,,17.9,,,,,ACQ,other,,,1,,1,,1,1,,YUAN Wang Zhang,,,,,,2015,electroluminescence,organic field effect transistors,,,,,10.1002/adma.201501981,THF
1099,TPAHTPE,,[H]/C(C(C=C1)=CC=C1C(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6,CHEN Gan,green,,"Adv. Mater., 2015, 27, 4496-4501",499.66,363,482,,,448,46.7,,,87.1,,,,,other,other,,,1,,1,,1,1,,YUAN Wang Zhang,,,,,,2015,electroluminescence,Organic field effect transistor,,,,,,THF
1100,TPA3HTPE,,[H]/C(C(C=C1)=CC=C1C(C=C2)=CC=C2N(C3=CC=C(C4=CC=C(/C([H])=C(C5=CC=CC=C5)/C6=CC=CC=C6)C=C4)C=C3)C7=CC=C(C8=CC=C(/C([H])=C(C9=CC=CC=C9)/C%10=CC=CC=C%10)C=C8)C=C7)=C(C%11=CC=CC=C%11)/C%12=CC=CC=C%12,CHEN Gan,green,,"Adv. Mater., 2015, 27, 4496-4501",1008.32,382,484,,,455,73.1,,,54.8,,,,,other,other,,,1,,1,,1,1,,YUAN Wang Zhang,,,,,,2015,electroluminescence,organic field effect transistors,,,,,10.1002/adma.201501981,THF
1101,CZ2TPAN,,CCN(C1=CC=C(C2=CC=C(/C(C#N)=C(C3=CC=CC=C3)\C4=CC=CC=C4)C=C2)C=C15)C6=C5C=C(C7=CC=C(/C(C#N)=C(C8=CC=CC=C8)\C9=CC=CC=C9)C=C7)C=C6,LU Yawei,,,"Chin. Sci. Bull., 2013, 58, 2719-2722",753.95,359,530,504,541,,0.12,65.3,,,1.11,2.83,,,AIE,ICT,,,,,,,1,,,YUAN Wang Zhang,,,,,,2013,re-writable optical storage,,,,,,10.1007/s11434-013-5893-0,THF
1102,BPyBCF,,CCCCCCCN1C2=C(C=CC=C2)C3=C1C=CC(C4(C5=CC=C(N(CCCCCCC)C6=C7C=CC=C6)C7=C5)C8=CC(C9=C(C=C%10)C(C(C%10=CC=C%11)=C%11C=C%12)=C%12C=C9)=CC=C8C%13=C4C=C(C%14=CC=C(C=C%15)C%16=C%14C=CC%17=CC=CC%15=C%16%17)C=C%13)=C3,ZHAO Zujin,yellow,,"J. Mater. Chem., 2011, 21, 10949–10956",1092.53,368,420,449,,,80,61,,,,,,,ACQ,other,1,,,0,1,,1,1,0,TANG Ben Zhong,,,,,1,2011,OLED,,,,,,10.1039/c1jm10221d,THF
1103,BTPABCF,,CCCCCCCN1C2=C(C=CC=C2)C3=C1C=CC(C4(C5=CC=C(N(CCCCCCC)C6=C7C=CC=C6)C7=C5)C8=CC(C9=CC=C(N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C9)=CC=C8C%12=C4C=C(C%13=CC=C(N(C%14=CC=CC=C%14)C%15=CC=CC=C%15)C=C%13)C=C%12)=C3,ZHAO Zujin,yellow,,"J. Mater. Chem., 2011, 21, 10949–10956",1178.63,372,423,446,,,94,32,,,,,,,ACQ,other,1,,,0,1,,1,1,0,TANG Ben Zhong,,,,,1,2011,OLED,,,,,,10.1039/c1jm10221d,THF
1104,BAnBCF,,CCCCCCCN1C2=C(C=CC=C2)C3=C1C=CC(C4(C5=CC=C(N(CCCCCCC)C6=C7C=CC=C6)C7=C5)C8=CC(C9=C(C=CC=C%10)C%10=CC%11=C9C=CC=C%11)=CC=C8C%12=C4C=C(C%13=C(C=CC=C%14)C%14=CC%15=C%13C=CC=C%15)C=C%12)=C3,ZHAO Zujin,yellow,,"J. Mater. Chem., 2011, 21, 10949–10956",1044.53,389,418,443,,,75,30,,,,,,,ACQ,other,1,,,0,1,,1,1,0,TANG Ben Zhong,,,,,1,2011,OLED,,,,,,10.1039/c1jm10221d,THF
1105,BTPEBCF,,CCCCCCCN1C2=C(C=CC=C2)C3=C1C=CC(C4(C5=CC=C(N(CCCCCCC)C6=C7C=CC=C6)C7=C5)C8=CC(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)/C%12=CC=CC=C%12)C=C9)=CC=C8C%13=C4C=C(C%14=CC=C(/C(C%15=CC=CC=C%15)=C(C%16=CC=CC=C%16)\C%17=CC=CC=C%17)C=C%14)C=C%13)=C3,ZHAO Zujin,white,,"J. Mater. Chem., 2011, 21, 10949–10956",1353.7,366,,487,,,0.3,100,,,,,,,AIE,other,1,,,0,1,,1,1,0,TANG Ben Zhong,,,,,1,2011,OLED,,,,,,10.1039/c1jm10221d,THF
1106,THPSTPA,,C1(N(C2=CC=C(C#CC3=CC=C([Si]4(C5=CC=CC=C5)C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=C4C9=CC=CC=C9)C=C3)C=C2)C%10=CC=C(C#CC%11=CC=C([Si]%12(C%13=CC=CC=C%13)C(C%14=CC=CC=C%14)=C(C%15=CC=CC=C%15)C(C%16=CC=CC=C%16)=C%12C%17=CC=CC=C%17)C=C%11)C=C%10)=CC=C(C#CC%18=CC=C([Si]%19(C%20=CC=CC=C%20)C(C%21=CC=CC=C%21)=C(C%22=CC=CC=C%22)C(C%23=CC=CC=C%23)=C%19C%24=CC=CC=C%24)C=C%18)C=C1,ZHAO Zujin,yellow,,"Dyes and Pigments, 2011, 91, 258-263",1926.71,376,,,495,,0.81,100,,,,,,,AIE,other,1,,,0,1,,1,,0,"ZHAO Zujin, TANG Ben Zhong",,,,,1,2011,chemosensor,,,,,,10.1016/j.dyepig.2011.03.006,THF
1107,TPEBPy,,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(C=C6)C7=C5C=CC8=C7C6=CC=C8)C=C4)=CC=C(C9=CC=C(C=C%10)C%11=C9C=CC%12=CC=CC%10=C%11%12)C=C1,ZHAO Zujin,yellow,,"Chem. Asian J., 2012, 7, 484–488",732.28,347,,488,,,0.37,100,,,,,,,AIE,other,1,,,0,1,,1,1,0,"ZHAO Zujin, TANG Ben Zhong",,,,,1,2012,OLED,,,,,,10.1002/asia.201100753,THF
1108,TPEBAn,,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=C(C=CC=C6)C6=CC7=C5C=CC=C7)C=C4)=CC=C(C8=C(C=CC=C9)C9=CC%10=C8C=CC=C%10)C=C1,ZHAO Zujin,yellow,,"Chem. Asian J., 2012, 7, 484–488",684.28,388,,486,,,0.29,100,,,,,,,AIE,other,1,,,0,1,,1,1,0,"ZHAO Zujin, TANG Ben Zhong",,,,,1,2012,OLED,,,,,,10.1002/asia.201100753,THF
1109,TPEBPa,,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=C(C=CC=C6)C6=C(C=CC=C7)C7=C5)C=C4)=CC=C(C8=CC(C=CC=C9)=C9C%10=C8C=CC=C%10)C=C1,ZHAO Zujin,yellow,,"Chem. Asian J., 2012, 7, 484–488",684.29,332,,475,,,34,100,,,,,,,AIE,other,1,,,0,1,,1,1,0,"ZHAO Zujin, TANG Ben Zhong",,,,,1,2012,OLED,,,,,,10.1002/asia.201100753,THF
1110,TPEBNp,,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=CC6=C5C=CC=C6)C=C4)=CC=C(C7=CC=CC8=C7C=CC=C8)C=C1,ZHAO Zujin,white,,"Chem. Asian J., 2012, 7, 484–488",584.25,325,,474,,,0.14,100,,,,,,,AIE,other,1,,,0,1,,1,1,0,"ZHAO Zujin, TANG Ben Zhong",,,,,1,2012,OLED,,,,,,10.1002/asia.201100753,THF
1111,TPEB-2-Np,,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(C=CC=C6)C6=C5)C=C4)=CC=C(C7=CC(C=CC=C8)=C8C=C7)CC1,ZHAO Zujin,white,,"Chem. Asian J., 2012, 7, 484–488",584.25,340,,492,,,0.13,100,,,,,,,AIE,other,1,,,0,1,,1,1,0,"ZHAO Zujin, TANG Ben Zhong",,,,,1,2012,OLED,,,,,,10.1002/asia.201100753,THF
1112,p-BTPATPE,,C1(/C(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C2)=C(C6=CC=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C6)/C%10=CC=CC=C%10)=CC=CC=C1,ZHAO Zujin,yellow,,"Chem. Commun., 2011, 47, 6924–6926",818.37,357,,509,,,1.8,100,,,,,,,AIE,other,,,,0,1,,1,,0,"MIAO Qian, TANG Ben Zhong",,,,,,2011,,,,,,,10.1039/c1cc12011e,THF
1113,p-BTPATPE,,C1(/C(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C2)=C(C6=CC=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C6)/C%10=CC=CC=C%10)=CC=CC=C1,ZHAO Zujin,yellow,,"Chem. Commun., 2011, 47, 6924–6926",818.37,357,,509,,,1.8,100,,,,,,,AIE,other,,,,0,1,,1,,0,"MIAO Qian, TANG Ben Zhong",,,,,,2011,,,,,,,10.1039/c1cc12011e,THF
1114,TPEPBN,,CB1(C)[N]2=CC=CC=C2C3=C1C=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)\C6=CC=CC=C6)C=C3,ZHAO Zujin,yellow,,"Chem. Eur. J. 2013, 19, 11512 – 11517",449.37,351,,491,,443,0.4,98,,,,,,,AIE,other,1,,,0,1,,1,,0,"QIU Huayu, TANG Ben Zhong",,,,,1,2013,,,,,,,10.1002/chem.201301815,THF
1115,TPEQBN,,CB1(C)[N]2=C3C(C=CC=C3)=CC=C2C4=C1C=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)\C7=CC=CC=C7)C=C4,ZHAO Zujin,yellow,,"Chem. Eur. J. 2013, 19, 11512 – 11517",499.43,388,501,500,,462,0.94,99,,,,,,,AIE,other,1,,,0,1,,1,,0,"QIU Huayu, TANG Ben Zhong",,,,,1,2013,,,,,,,10.1002/chem.201301815,THF
1116,TPE-BODIPY,,FB([N]1=C(C)C=C(C)C1=C2C3=CC=C(C4=CC=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)C=C4)C=C3)(F)N8C2=C(C)C=C8C,ZHAO Zujin,orange,,"Part. Part. Syst. Charact. 2014, 31, 481–491",654.3,500,516,,,,28,,,,,,,,AIE,other,1,,,0,1,,1,1,0,"ZHAO Zujin, LIU Bin, TANG Ben Zhong",,,,,,2014,,,,,,,10.1002/ppsc.201300223,THF
1117,2TPE-BODIPY,,FB([N]1=C(C)C(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)\C5=CC=CC=C5)C=C2)=C(C)C1=C6C7=CC=CC=C7)(F)N8C6=C(C)C(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)/C%12=CC=CC=C%12)C=C9)=C8C,ZHAO Zujin,red,,"Part. Part. Syst. Charact. 2014, 31, 481–491",984.44,534,583,,,,8,,,,,,,,other,other,1,,,0,1,,1,1,0,"ZHAO Zujin, LIU Bin, TANG Ben Zhong",,,,,,2014,,,,,,,10.1002/ppsc.201300223,THF
1118,3TPE-BODIPY,,FB([N]1=C(C)C(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)\C5=CC=CC=C5)C=C2)=C(C)C1=C6C7=CC=C(C8=CC=C(/C(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)/C%11=CC=CC=C%11)C=C8)C=C7)(F)N%12C6=C(C)C(C%13=CC=C(/C(C%14=CC=CC=C%14)=C(C%15=CC=CC=C%15)/C%16=CC=CC=C%16)C=C%13)=C%12C,ZHAO Zujin,red,,"Part. Part. Syst. Charact. 2014, 31, 481–491",1314.58,534,584,,,,44,,,,,,,,other,other,1,,,0,1,,1,1,0,"ZHAO Zujin, LIU Bin, TANG Ben Zhong",,,,,,2014,Cell imaging,blood vascular imagings,,,,,10.1002/ppsc.201300223,THF
1119,TTPEBTTD,,C1(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)\C5=CC=CC=C5)C=C2)=CC=C(C6=CC=C(C7=NSN=C67)C8=C(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)\C%12=CC=CC=C%12)C=C9)C=C(C%13=CC=C(/C(C%14=CC=CC=C%14)=C(C%15=CC=CC=C%15)/C%16=CC=CC=C%16)C=C%13)S8)S1,ZHAO Zujin,red,,"J. Mater. Chem., 2012, 22, 11018–11021",1291,490,620,646,,,,,,,,,,,AIE,other,1,,,0,1,,1,,0,"ZHAO Zujin, LIU Bin, TANG Ben Zhong",,,,,1,2012,OLED,Cell imaging,,,,,10.1039/c2jm31482g,THF
1120, (Z)-o-BPTPE,,c1(c2ccccc2)c(C(C3=CC=CC=C3)=c(C4=CC=CC=C4)c5c(c6ccccc6)cccc5)cccc1,ZHAO Zujin,white,,"Chem. Commun., 2014, 50, 1131--1133",484,316,493,476,,,33,64,,,,,,,AIE,other,,,,0,1,,1,,0,"ZHAO Zujin, TANG Ben Zhong",,,,,,2014,,,,,,,10.1039/c3cc47696k,THF
1121,(Z)-o-BBPTPE,,c1(c2ccc(c3ccccc3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/c6ccccc6c7ccc(c8ccccc8)cc7)cc2)ccccc1,ZHAO Zujin,white,,"Chem. Commun., 2014, 50, 1131--1133",636,295,492,472,,,45,72,,,,,,,AIE,other,,,,0,1,,1,,0,"ZHAO Zujin, TANG Ben Zhong",,,,,,2014,,,,,,,10.1039/c3cc47696k,THF
1122,(Z)-o-BNTPE,,c1(cccc2)c2ccc(c3ccccc3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/c6ccccc6c(cc7)cc8c7cccc8)c1,ZHAO Zujin,white,,"Chem. Commun., 2014, 50, 1131--1133",584,326,496,468,,,28,60,,,,,,,AIE,other,,,,0,1,,1,,0,"ZHAO Zujin, TANG Ben Zhong",,,,,,2014,,,,,,,10.1039/c3cc47696k,THF
1123, 7a,,Cc1ccc(c2c(C(C3=CC=CC=C3)=c(C4=CC=CC=C4)c5c(c6ccc(C)cc6)cccc5)cccc2)cc1,ZHAO Zujin,White,,"Chem. Commun., 2014, 50, 1131--1133",512,317,497,483,,,40,53,,,,,,,AIE,other,,,,0,1,,1,,0,"ZHAO Zujin, TANG Ben Zhong",,,,,,2014,,,,,,,10.1039/c3cc47696k,THF
1124,8a,,COc1ccc(c2c(C(C3=CC=CC=C3)=c(C4=CC=CC=C4)c5c(c6ccc(OC)cc6)cccc5)cccc2)cc1,ZHAO Zujin,white,,"Chem. Commun., 2014, 50, 1131--1133",544,323,495,477,,,30,57,,,,,,,AIE,other,,,,0,1,,1,,0,"ZHAO Zujin, TANG Ben Zhong",,,,,,2014,,,,,,,10.1039/c3cc47696k,THF
1125,BBPTPE,,C(/C1=CC=CC=C1)(c2ccc(c3ccc(c4ccccc4)cc3)cc2)=C(c5ccc(c6ccc(c7ccccc7)cc6)cc5)\C8=CC=CC=C8,ZHAO Zujin,white,,"Chem. Commun., 2014, 50, 1131--1133",636,339,,477,,,0.62,96,,,,,,,AIE,other,,,,0,1,,1,,0,"ZHAO Zujin, TANG Ben Zhong",,,,,,2014,,,,,,,10.1039/c3cc47696k,THF
1126,ortho-phenylene,,CSc1ccc(c2c(c3ccccc3c4c(c5ccc(SC)cc5)cccc4)cccc2)cc1,LI Jinshi,white,,,474.146,285,395,398,,,,,,,,,,,other,other,1,1,1,1,1,1,1,1,1,ZHAO Zujin,,,,,1,2021,Molecular electronics,,,,,,10.1038/s41467-020-20311-z,THF
1127,ortho-phenylene,,c1(c2ccncc2)c(c3ccccc3c4c(c5ccncc5)cccc4)cccc1,LI Jinshi,white,,,432.162,308,390,389,,,,,,,,,,,other,other,1,1,1,1,1,1,1,1,1,ZHAO Zujin,,,,,1,2021,molecular electronics,,,,,,10.1038/s41467-020-20311-z ,THF
1128,ortho-phenylene,,N#Cc1ccc(c2c(c3ccccc3c4c(c5ccc(C#N)cc5)cccc4)cccc2)cc1,LI Jinshi,white,,,384.143,310,410,410,,,,,,,,,,,other,other,1,1,1,1,1,1,1,1,1,ZHAO Zujin,,,,,1,2021,molecular electronics,,,,,,10.1038/s41467-020-20311-z ,THF
1129,ortho-phenlyene,,CSc1ccc(c2c(c3cscc3c4c(c5ccc(SC)cc5)cccc4)cccc2)cc1,LI Jinshi,white,,,480.106,292,360,,,,,,,,,,,,other,other,1,1,1,1,1,1,1,1,1,ZHAO Zujin,,,,,1,2022,molecular electronics,,,,,,10.1021/jacs.2c00322,THF
1130,ortho-phenylene,,CSc1ccc(c2c(c3cocc3c4c(c5ccc(SC)cc5)cccc4)cccc2)cc1,LI Jinshi,white,,,464.127,285,395,,,,,,,,,,,,other,other,1,1,1,1,1,1,1,1,1,ZHAO Zujin,,,,,1,2022,molecular electronics,,,,,,10.1021/jacs.2c00322,THF
1131,ortho-phenylene,,CSc1ccc(c2c(c3sccc3c4c(c5ccc(SC)cc5)cccc4)cccc2)cc1,LI Jinshi,white,,,480.106,275,445,,,,,,,,,,,,other,other,1,1,1,1,1,1,1,1,1,ZHAO Zujin,,,,,1,2022,molecular electronics,,,,,,10.1021/jacs.2c00322,THF
1132,ortho-phenylene,,CSc1ccc(c2c(c3occc3c4c(c5ccc(SC)cc5)cccc4)cccc2)cc1,LI Jinshi,white,,,464.127,280,415,,,,,,,,,,,,other,other,1,1,1,1,1,1,1,1,1,ZHAO Zujin,,,,,1,2022,molecular electronics,,,,,,10.1021/jacs.2c00322,THF
1140,DEATPE,,CCN(CC)C(C=C1)=CC=C1/C(C2=CC=C(N(CC)CC)C=C2)=C(C3=CC=CC=C3)\C4=CC=CC=C4,LIN Yiliu,yellow,,"J. Mater. Chem. C, 2015, 3, 112-120",474.69,318,420,,477,481,0.21,,,44.8,,,,,AIE,ICT,,,1,,1,,1,,,YUAN Wang Zhang,,,,,,2015,cell imaging,,,,,,10.1039/c4tc02161d,THF
1141,DFDEATPE,,CCN(CC)C(C=C1)=CC=C1/C(C2=CC=C(N(CC)CC)C=C2)=C(C3=CC=C(F)C=C3)\C4=CC=C(F)C=C4,LIN Yiliu,yellow,,"J. Mater. Chem. C, 2015, 3, 112-120",510.67,322,432,481,480,487,0.23,,,100,,,,,AIE,ICT,,,1,,1,,1,,,YUAN Wang Zhang,,,,,,2015,cell imaging,,,,,,10.1039/c4tc02161d,THF
1142,CNDEATPE,,CCN(CC)C(C=C1)=CC=C1/C(C2=CC=C(N(CC)CC)C=C2)=C(C3=CC=CC=C3)\C4=CC=C(C#CC5=CC=C(C#N)C=C5)C=C4,LIN Yiliu,brown,,"J. Mater. Chem. C, 2015, 3, 112-120",599.82,320,567,558,588,,0.35,,,17.9,,,,,AIE,ICT,,,1,,1,,1,,,YUAN Wang Zhang,,,,,,2015,cell imaging,,,,,,10.1039/c4tc02161d,THF
1624,Silole,,C[Si]1(C)C(C2=CC=C(CN=[N+]=[N-])C=C2)=C(C3=CC=CC=C3)C(C4=CC=CC=C4)=C1C5=CC=C(CN=[N+]=[N-])C=C5,LIU Jianzhao,yellow,,"Liu, J., et al. Chem. Sci., 2012,3, 2737-2747",524.7,356,390,,500,,6,81.3,31.5,,0.03,,1.7,,AIE,neutral aromatic,1,,1,,1,,1,,0,TANG Ben Zhong,,,,,1,2012,Teflon-based microfluidic technique for fabrication of the fluorescent pattern,,,,,Teflon-based microfluidic technique for fabrication of the fluorescent pattern,10.1039/c2sc20382k,DCM
1625,TPE,,O=C(C1=CC=CC=C1)C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=C(OCCCS(=O)([O-])=O)C=C4)/C5=CC=C(OCCCN=[N+]=[N-])C=C5)C=C2,GAO Xiaoying,yellow,,"Gao, X., et al. Chem. Commun., 2019,55, 8321-8324",672.78,400,,,539,,,,,,,,,,AIE,neutral aromatic,1,,1,1,1,1,1,1,1,"LIU Jianzhao, TANG Ben Zhong",,,,,1,2019,cell imaging,,,,,cell imaging,10.1039/C9CC03923F,THF
1626,"(2E,6E)-2,6-bis((7-(tert-butyl)pyren-1-yl)methylene)cyclohexan-1-one",,CC(C)(C)C1=CC2=C3C(C=CC4=C(\C=C5/CCC\C(=C/C6=C7C=CC8=C9C(C=CC(C=C6)=C79)=CC(=C8)C(C)(C)C)C5=O)C=CC(C=C2)=C34)=C1,ZENG Jing,yellow,,,634.86,388,383,517,517,,0.004,0.048,0.048,,0.31,0.667,0.667,,AIE,TICT,1,1,1,1,1,1,1,1,1,FENG Xing,,,28505.999,,1,2022,mechanochromic,,,,,mechanochromic,10.1016/j.dyepig.2022.110123,THF
1627,"4-methoxy-6'-((4-methoxyphenyl)ethynyl)-3',4',5'-triphenyl-1,1':2',1''-terphenyl",,COC1=CC=C(C=C1)C#CC1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C1C1=CC=C(OC)C=C1,LIU Yi Wei,yellow,,,618.78,312,366,416,412,,0.29,0.21,-0.001,,1.3,3.04,,,AIE,neutral aromatic,1,1,1,1,1,1,1,1,1,FENG Xing,,,,,1,2021,,,,,,,10.1016/j.jlumin.2021.118653,THF
1628,TPE,,C1(C#CC2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)\C5=CC=CC=C5)C=C2)=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)\C8=CC=CC=C8)C=C1,HU Rongrong,yellow ,,,686.898,345,,,484,,,87,,,,,,,AIE,other,1,,1,,1,,1,,0,TANG Ben Zhong,,,,,1,2013,,,,,,,10.1002/chem.201203840,THF
1629,TPE,,C1(C2=CC=CC=C2)=C(C(C=C3)=CC=C3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C(C(C=C7)=CC=C7/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)\C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)C(C%12=CC=CC=C%12)=C1C%13=CC=CC=C%13,HU Rongrong, yellow,,,1043.366,331,,,480,,,48,,,,,,,AIE,other,1,0,1,,1,,1,,0,TANG Ben Zhong,,,,,1,2013,,,,,,,10.1002/chem.201203840,THF
1630,2a,,C1(C#CC2=CC=C(C3=CC=C(C#CC(C=C4)=CC=C4/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)C=C3)C=C2)=CC=C(/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)\C%10=CC=CC=C%10)C=C1,HU Rongrong,yellow,,,863.116,353,,,482,,,63,,,,,,,AIE,other,,0,1,,1,0,1,,0,TANG Ben Zhong,,,,,,2013,,,,,,,10.1002/chem.201203840,THF
1631,2b,,C1(/C(C2=CC=CC=C2)=C(C3=CC=C(C#CC4=CC=C(C(C=C5)=CC=C5C6=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=C(C9=CC=CC=C9)C(C%10=CC=CC=C%10)=C6C%11=CC=C(/C(C%12=CC=CC=C%12)=C(C%13=CC=CC=C%13)/C%14=CC=CC=C%14)C=C%11)C=C4)C=C3)\C%15=CC=CC=C%15)=CC=CC=C1,HU Rongrong,yellow,,,1219.584,321,,,477,,,21,,,,,,,AIE,other,,,1,,1,,1,,0,TANG Ben Zhong,,,,,,2013,,,,,,,10.1002/chem.201203840,THF
1632,2c,,C1(C2=CC=CC=C2)=C(C3=CC=CC=C3)C(C4=CC=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)C=C4)=C(C8=CC=C(C(C=C9)=CC=C9C%10=C(C%11=CC=CC=C%11)C(C%12=CC=CC=C%12)=C(C%13=CC=CC=C%13)C(C%14=CC=CC=C%14)=C%10C%15=CC=C(/C(C%16=CC=CC=C%16)=C(C%17=CC=CC=C%17)\C%18=CC=CC=C%18)C=C%15)C=C8)C(C%19=CC=CC=C%19)=C1C%20=CC=CC=C%20,HU Rongrong,yellow,,,1576.052,310,,,462,,,10,,,,,,,AIE,other,,0,1,,1,,1,,1,TANG Ben Zhong,,,,,,2013,,,,,,,10.1002/chem.201203840,THF
1633,3a,,C1(C#CC(C=C2)=CC=C2/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)/C5=CC=C(C#CC(C=C6)=CC=C6/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)/C9=CC=CC=C9)C=C5)=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)\C%12=CC=CC=C%12)C=C1,HU Rongrong,yellow,,,1041.35,352,,,501,,,74,,,,,,,AIE,other,,0,1,,1,,1,,0,TANG Ben Zhong,,,,,,2013,,,,,,,10.1002/chem.201203840,THF
